,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
14,20180719-210146_172_live,0,7,These children really need the assistance.,6,logical-appeal,,logical-appeal,0.0,1.0,0.0,"No, I can do it.",none,These children really need the assistance.,14
15,20180719-210146_172_live,0,8,Why not $1.75 then? :-),4,ask-donate-more,,non-strategy,0.32899999999999996,0.6709999999999999,0.0,$1.50 sounds good then.,   sound good,Why not $1.75 then? :-),15
16,20180719-210146_172_live,0,9,Thank you so much!,4,thank,,non-strategy,0.0,0.518,0.48200000000000004,I can do $2.00! Happy to help.,   happi help,Thank you so much!,16
18,20180723-042344_940_live,0,0,How much money do you spend daily on extras like a coffee or treat?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.679,0.321,<Start>,start,How much money do you spend daily on extras like a coffee or treat?,18
19,20180723-042344_940_live,0,1,About 1 dollar per day.,4,neutral-to-inquiry,,non-strategy,0.0,1.0,0.0,"I spend about 5 dollars a day, you?",spend    dollar day,About 1 dollar per day.,19
20,20180723-042344_940_live,0,1,Do you think that amount of money would make a difference in a needy child's life?,2,task-related-inquiry,,task-related-inquiry,0.156,0.8440000000000001,0.0,"I spend about 5 dollars a day, you?",spend    dollar day,Do you think that amount of money would make a difference in a needy child's life?,20
21,20180723-042344_940_live,0,2,I agree.,4,acknowledgement,,non-strategy,0.0,0.0,1.0,I think it would in many places,think would mani place,I agree.,21
24,20180723-042344_940_live,0,4,"We can help by making a donation which is essential to help ensuring children's rights to health, education, safety, etc.",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.593,0.40700000000000003,Wow thats great. How can I help?,wow great help,"We can help by making a donation which is essential to help ensuring children's rights to health, education, safety, etc.",24
25,20180723-042344_940_live,0,5,You can donate by choosing an amount of your task payment from $0 to all.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Thank you. How do i donate?,thank donat,You can donate by choosing an amount of your task payment from $0 to all.,25
26,20180723-042344_940_live,0,6,That's great!,4,acknowledgement,,non-strategy,0.0,0.185,0.815,Ok i will donate some,ok donat,That's great!,26
27,20180723-042344_940_live,0,6,The monies will go to a worthy cause. Every little bit helps.,7,foot-in-the-door,,foot-in-the-door,0.0,0.633,0.36700000000000005,Ok i will donate some,ok donat,The monies will go to a worthy cause. Every little bit helps.,27
28,20180723-042344_940_live,0,7,You are welcome.,4,you-are-welcome,,non-strategy,0.0,0.4,0.6,Tha k you so much for the infkrmation,tha k much infkrmat,You are welcome.,28
29,20180723-042344_940_live,0,8,Any chance you would consider making a greater donation?,4,ask-donate-more,,non-strategy,0.0,0.5710000000000001,0.429,I will donate 10 cents,donat    cent,Any chance you would consider making a greater donation?,29
32,20180723-042421_113_live,0,0,This site Helps many child,0,provide-org-facts,,provide-org-facts,0.0,0.606,0.39399999999999996,<Start>,start,This site Helps many child,32
35,20180723-042421_113_live,0,3,They help in the children's basic need like food and clothing. They help in whatever it takes for children to transforming their lives and the future,0,provide-org-facts,,provide-org-facts,0.0,0.7440000000000001,0.256,How do they help children? Food? Clothing? Shelter? Education?,help children food cloth shelter educ,They help in the children's basic need like food and clothing. They help in whatever it takes for children to transforming their lives and the future,35
37,20180723-042421_113_live,0,5,Ya.. It's very important.,4,positive-to-inquiry,,non-strategy,0.0,0.589,0.41100000000000003,"I think  it's important to support initiatives to help children get a good education, and have the things they need to go to school and learn. How much should we donate?",think    import support initi help children get good educ thing need go school learn much donat,Ya.. It's very important.,37
38,20180723-042421_113_live,0,5,"There are many way to donate money like one time gift, Monthly donor, and sponsorship for some children.",4,neutral-to-inquiry,,non-strategy,0.0,0.748,0.252,"I think  it's important to support initiatives to help children get a good education, and have the things they need to go to school and learn. How much should we donate?",think    import support initi help children get good educ thing need go school learn much donat,"There are many way to donate money like one time gift, Monthly donor, and sponsorship for some children.",38
40,20180723-042421_113_live,0,6,"You can select a child according to your choice by age, gender",3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,"Sponsorship of a child might be interesting....I'd like to know what my donation is being used for, and that it's actually helping someone.",sponsorship child might interestingid like know donat use actual help someon,"You can select a child according to your choice by age, gender",40
41,20180723-042421_113_live,0,7,Ya... Definitely they will update you every information about the child you are donating,4,positive-to-inquiry,,non-strategy,0.0,0.828,0.172,That is appealing. Does the charity send updates on how the child is doing if I sponsor?,appeal chariti send updat child sponsor,Ya... Definitely they will update you every information about the child you are donating,41
43,20180723-042421_113_live,0,9,Ya.. It will definitely work and save the children's future..,6,logical-appeal,,logical-appeal,0.0,0.5760000000000001,0.424,"Let's say for this experiment, we will contribute the $36 a month for six months, and see how it goes. We can renew for another six months it it looks like the donation is working. What do you think?",let say experi contribut    month six month see goe renew anoth six month look like donat work think,Ya.. It will definitely work and save the children's future..,43
44,20180723-080248_452_live,0,0,Hello! Ho are you doing today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello! Ho are you doing today?,44
46,20180723-080248_452_live,0,2,Have you heard about it?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,go ahead :) i'm listening,go ahead    listen,Have you heard about it?,46
47,20180723-080248_452_live,0,3,It's a great charity that helps children i developing countries and they are also currently helping at the US Mexican border to reunite children with their families,0,provide-org-facts,,provide-org-facts,0.0,0.642,0.358,I don't think so.,nt think,It's a great charity that helps children i developing countries and they are also currently helping at the US Mexican border to reunite children with their families,47
48,20180723-080248_452_live,0,4,Sure!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,such an important job! Tell me more,import job tell,Sure!,48
50,20180723-080248_452_live,0,5,i'm glad you asked!,4,acknowledgement,,non-strategy,0.0,0.47700000000000004,0.523,so sad. How can i help?,sad help,i'm glad you asked!,50
51,20180723-080248_452_live,0,5,you can help save children like that boy by donating to Save the Children,4,propose-donation,,non-strategy,0.0,0.46299999999999997,0.537,so sad. How can i help?,sad help,you can help save children like that boy by donating to Save the Children,51
52,20180723-080248_452_live,0,6,This charity is one of the most top rated in the world. You can also check out their website to see for yourself  URL,0,provide-org-facts,,provide-org-facts,0.0,0.818,0.182,how do i know money will go to children and it's not a scam?,know money go children scam,This charity is one of the most top rated in the world. You can also check out their website to see for yourself  URL,52
53,20180723-080248_452_live,0,7,sure!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,"great, let me check it out",great let check,sure!,53
54,20180723-080248_452_live,0,8,yes! You see?,4,acknowledgement,,non-strategy,0.0,0.401,0.599,so i like that 86% is going to the cause.,like    go caus,yes! You see?,54
55,20180723-080248_452_live,0,8,This charity is credible and people who work for it are professionals and have big hearts.,0,provide-org-facts,,provide-org-facts,0.0,0.843,0.157,so i like that 86% is going to the cause.,like    go caus,This charity is credible and people who work for it are professionals and have big hearts.,55
56,20180723-080248_452_live,0,8,would you like to donate and save the children?,4,propose-donation,,non-strategy,0.0,0.551,0.449,so i like that 86% is going to the cause.,like    go caus,would you like to donate and save the children?,56
58,20180723-080248_452_live,0,9,I encourage you to donate as much as you can,4,propose-donation,,non-strategy,0.0,0.708,0.292,I probably will. Is there a minimum i can donate?,probabl minimum donat,I encourage you to donate as much as you can,58
59,20180723-100140_767_live,0,0,"You know a lot of children in this world go through hardships, and your destiny is determined on where you are born?",9,emotion-appeal,,emotion-appeal,0.0,0.893,0.107,<Start>,start,"You know a lot of children in this world go through hardships, and your destiny is determined on where you are born?",59
60,20180723-100140_767_live,0,1,"Yeah, so the chances of being born in the United States are very low, but you and I could have been born in a third world country where children are exploited",9,emotion-appeal,,emotion-appeal,0.16399999999999998,0.691,0.145,I guess that is true. I have never thought about destiny being determined by where you are born though.,guess true never thought destini determin born though,"Yeah, so the chances of being born in the United States are very low, but you and I could have been born in a third world country where children are exploited",60
62,20180723-100140_767_live,0,3,Yeah so people donated money to help children in need.,10,example-donation,,example-donation,0.0,0.62,0.38,I don't really remember much about it but I know the basics,nt realli rememb much know basic,Yeah so people donated money to help children in need.,62
63,20180723-100140_767_live,0,3,Would you like to donate money to this charity?,4,propose-donation,,non-strategy,0.0,0.5489999999999999,0.451,I don't really remember much about it but I know the basics,nt realli rememb much know basic,Would you like to donate money to this charity?,63
64,20180723-100140_767_live,0,3,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,0,provide-org-facts,,provide-org-facts,0.175,0.647,0.177,I don't really remember much about it but I know the basics,nt realli rememb much know basic,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,64
65,20180723-100140_767_live,0,4,"Yes so what it is is that it's a charity that has international impact, for example where there is lack of support like Syria. In the first two months of 2018, 1,000 children were killed or injured in the violence in Syria. We help with medical costs and funding volunteers.",0,provide-org-facts,,provide-org-facts,0.203,0.597,0.2,Is this a legit charity? Do you have personal experience?,legit chariti person experi,"Yes so what it is is that it's a charity that has international impact, for example where there is lack of support like Syria. In the first two months of 2018, 1,000 children were killed or injured in the violence in Syria. We help with medical costs and funding volunteers.",65
66,20180723-100140_767_live,0,5,Anything between 10 to 50 cents helps.,7,foot-in-the-door,,foot-in-the-door,0.0,0.698,0.302,That sounds important. How much of a donation are you looking for?,sound import much donat look,Anything between 10 to 50 cents helps.,66
67,20180723-100140_767_live,0,6,"Okay thank you, the charity really appreciates your donation today and thanks you, how much would you like to do?",4,ask-donation-amount,,non-strategy,0.0,0.46399999999999997,0.536,That seems reasonable. Yes I would like to make a donation.,seem reason yes would like make donat,"Okay thank you, the charity really appreciates your donation today and thanks you, how much would you like to do?",67
68,20180723-100140_767_live,0,7,Wow thank you!,4,thank,,non-strategy,0.0,0.132,0.868,I can $1 today,   today,Wow thank you!,68
69,20180723-100140_767_live,0,7,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,6,logical-appeal,,logical-appeal,0.0,0.7440000000000001,0.256,I can $1 today,   today,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,69
71,20180723-100140_767_live,0,9,Thank you!,4,thank,,non-strategy,0.0,0.264,0.736,That is a good idea. I will also tell others about this charity.,good idea tell other chariti,Thank you!,71
73,20180723-100855_385_live,0,0,Hi... how are you today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi... how are you today?,73
74,20180723-100855_385_live,0,0,The research team is helping an organization called 'Save the Children'.,0,provide-org-facts,,provide-org-facts,0.0,0.625,0.375,<Start>,start,The research team is helping an organization called 'Save the Children'.,74
75,20180723-100855_385_live,0,0,Have you heard of it?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,<Start>,start,Have you heard of it?,75
76,20180723-100855_385_live,0,1,Im fine thank you.,4,greeting,,non-strategy,0.0,0.317,0.6829999999999999,im doing well! How about you? I have heard about it but would love to learn more about it,well heard would love learn,Im fine thank you.,76
77,20180723-100855_385_live,0,1,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,im doing well! How about you? I have heard about it but would love to learn more about it,well heard would love learn,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",77
78,20180723-100855_385_live,0,2,Save the Children has a proven track record of using donations efficiently and effectively.,0,provide-org-facts,,provide-org-facts,0.0,0.532,0.46799999999999997,Wow! Thats awesome!,wow awesom,Save the Children has a proven track record of using donations efficiently and effectively.,78
79,20180723-100855_385_live,0,2,There are several children around us who are below poverty line and needed a helping hand.,9,emotion-appeal,,emotion-appeal,0.159,0.58,0.261,Wow! Thats awesome!,wow awesom,There are several children around us who are below poverty line and needed a helping hand.,79
80,20180723-100855_385_live,0,2,It would be great if you can make a contribution from your side for this venture.,6,logical-appeal,,logical-appeal,0.0,0.773,0.22699999999999998,Wow! Thats awesome!,wow awesom,It would be great if you can make a contribution from your side for this venture.,80
81,20180723-100855_385_live,0,3,It is a great relief that there are people like you who still cares.,4,praise-user,,non-strategy,0.0,0.415,0.585,I would love to help in anyway I can. I wish everyone was equally ok and I know that everybit counts,would love help anyway wish everyon equal ok know everybit count,It is a great relief that there are people like you who still cares.,81
82,20180723-100855_385_live,0,4,"Yes, it may be little as the price of a candy. But it still makes the ripple effect in many lives.",6,logical-appeal,,logical-appeal,0.0,0.9109999999999999,0.08900000000000001,Oh yeah! Many people should be like that,oh yeah mani peopl like,"Yes, it may be little as the price of a candy. But it still makes the ripple effect in many lives.",82
83,20180723-100855_385_live,0,5,"42% of their funding is from US. National, State & Local Govs, 20% from UN & Other Multi-Lateral Funding Institutions, 19% from Individuals like you and me, 11% from corporations, 7% from Foundations and 1% from other sources. You can get further details from  URL",0,provide-org-facts,,provide-org-facts,0.0,0.9440000000000001,0.055999999999999994,How many people are currently donating?,mani peopl current donat,"42% of their funding is from US. National, State & Local Govs, 20% from UN & Other Multi-Lateral Funding Institutions, 19% from Individuals like you and me, 11% from corporations, 7% from Foundations and 1% from other sources. You can get further details from  URL",83
84,20180723-100855_385_live,0,6,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Oh OK! I will look into that. So what do I need to donate?,oh ok look need donat,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,84
89,20180723-100855_385_live,0,9,Appreciate your consideration of doing such an act for a greater course.,4,thank,,non-strategy,0.0,0.634,0.366,I will keep that in mind. When I get my next paycheck I will go to the website and donate. Thank you for filling me in on information regarding the charity,keep mind get next paycheck go websit donat thank fill inform regard chariti,Appreciate your consideration of doing such an act for a greater course.,89
90,20180808-015530_429_live,0,0,HI I would like to tell you About a childrens charity called Save the CHildren.,2,task-related-inquiry,,task-related-inquiry,0.0,0.541,0.45899999999999996,<Start>,start,HI I would like to tell you About a childrens charity called Save the CHildren.,90
91,20180808-015530_429_live,0,1,"Save the Children is an international non-governmental organization that promotes childrens rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,ok please do,ok pleas,"Save the Children is an international non-governmental organization that promotes childrens rights, provides relief and helps support children in developing countries.",91
92,20180808-015530_429_live,0,1,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc If you were to donate you would be making a huge impact for these children and on the world",6,logical-appeal,,logical-appeal,0.0,0.816,0.184,ok please do,ok pleas,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc If you were to donate you would be making a huge impact for these children and on the world",92
93,20180808-015530_429_live,0,2,THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task. The amount will be deducted from your task payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,ok sounds good. How much many are we talking and how you want me to pay,ok sound good much mani talk pay,THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task. The amount will be deducted from your task payment.,93
94,20180808-015530_429_live,0,2,Before you say no would you like to hear of some more reason as to why you should donate?,2,task-related-inquiry,,task-related-inquiry,0.10099999999999999,0.7829999999999999,0.115,ok sounds good. How much many are we talking and how you want me to pay,ok sound good much mani talk pay,Before you say no would you like to hear of some more reason as to why you should donate?,94
95,20180808-015530_429_live,0,3,0.50 would surely help these children. So then you would be willing to donate 0.50 of the money you earn from completing this taks?,4,confirm-donation,,non-strategy,0.0,0.797,0.203,how about .50 cents,   cent,0.50 would surely help these children. So then you would be willing to donate 0.50 of the money you earn from completing this taks?,95
96,20180808-015530_429_live,0,4,0.50 cents would help so much but 0.60 would be even better.,4,ask-donate-more,,non-strategy,0.0,0.637,0.363,yes I confirm .50,yes confirm,0.50 cents would help so much but 0.60 would be even better.,96
97,20180808-015530_429_live,0,4,Millians of syrian children have grown up facing the threat of daily violence In 2018 1000 children were killed in violence,9,emotion-appeal,,emotion-appeal,0.486,0.514,0.0,yes I confirm .50,yes confirm,Millians of syrian children have grown up facing the threat of daily violence In 2018 1000 children were killed in violence,97
98,20180808-015530_429_live,0,4,A donation of 0.60 can address these problems,6,logical-appeal,,logical-appeal,0.31,0.69,0.0,yes I confirm .50,yes confirm,A donation of 0.60 can address these problems,98
99,20180808-015530_429_live,0,5,I am so glad you are willing to donate.,4,thank,,non-strategy,0.0,0.68,0.32,ok .60 firm this time,ok    firm time,I am so glad you are willing to donate.,99
100,20180808-015530_429_live,0,5,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out. Money can be used in so many more meaningful ways..",6,logical-appeal,,logical-appeal,0.0,0.813,0.187,ok .60 firm this time,ok    firm time,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out. Money can be used in so many more meaningful ways..",100
101,20180808-015530_429_live,0,5,Dont you agree,2,task-related-inquiry,,task-related-inquiry,0.513,0.48700000000000004,0.0,ok .60 firm this time,ok    firm time,Dont you agree,101
102,20180808-015530_429_live,0,6,Ok you are correct.,4,acknowledgement,,non-strategy,0.0,0.5770000000000001,0.423,"Yes but that is a private issue between me and me, not you and me.",yes privat issu,Ok you are correct.,102
103,20180808-015530_429_live,0,6,IN 2018 alone 1000 children were reportedly killed or injured in violence. Most of these children have grown up facing the threat of daily violence.,9,emotion-appeal,,emotion-appeal,0.523,0.47700000000000004,0.0,"Yes but that is a private issue between me and me, not you and me.",yes privat issu,IN 2018 alone 1000 children were reportedly killed or injured in violence. Most of these children have grown up facing the threat of daily violence.,103
105,20180808-015530_429_live,0,7,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",4,thank,,non-strategy,0.0,0.767,0.233,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",105
106,20180808-015530_429_live,0,7,I also want to assure you that Save the Children Makes huge impact on childrens lives internationally. They are extremely professional and your donation will go to a trustable fund.,0,provide-org-facts,,provide-org-facts,0.0,0.648,0.35200000000000004,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,I also want to assure you that Save the Children Makes huge impact on childrens lives internationally. They are extremely professional and your donation will go to a trustable fund.,106
107,20180808-015530_429_live,0,7,SO one last time how much exactly would you like to donate to the charity now?,4,ask-donation-amount,,non-strategy,0.0,0.725,0.275,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,SO one last time how much exactly would you like to donate to the charity now?,107
108,20180808-015530_429_live,0,8,I simply want you to know what a great thing you are doing by donating and that your donation of 0.60 is going to help so many.,6,logical-appeal,,logical-appeal,0.0,0.731,0.26899999999999996,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,I simply want you to know what a great thing you are doing by donating and that your donation of 0.60 is going to help so many.,108
109,20180808-015530_429_live,0,8,The research team will collect all donations and send it to save the children ..,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8140000000000001,0.18600000000000003,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,The research team will collect all donations and send it to save the children ..,109
110,20180808-015530_429_live,0,8,Thank you again,4,thank,,non-strategy,0.0,0.444,0.556,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,Thank you again,110
111,20180808-015530_429_live,0,8,Your donation of 0.60 will be deducted from your task payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,Your donation of 0.60 will be deducted from your task payment.,111
112,20180808-015530_429_live,0,9,no problem thank you for donation 0.60 to save the children,4,thank,,non-strategy,0.278,0.39799999999999996,0.324,Thank you and I do not want to be rude but I am straight talking person,thank rude straight talk person,no problem thank you for donation 0.60 to save the children,112
113,20180808-015530_429_live,0,9,Have a great day,4,closing,,non-strategy,0.0,0.32799999999999996,0.672,Thank you and I do not want to be rude but I am straight talking person,thank rude straight talk person,Have a great day,113
114,20180808-024552_152_live,0,0,Hello how are you doing,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello how are you doing,114
115,20180808-024552_152_live,0,1,Have you heard of Save the children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,I'm doing ok,ok,Have you heard of Save the children?,115
116,20180808-024552_152_live,0,1,it's an organization that helps support kids impacted by warzone violence,0,provide-org-facts,,provide-org-facts,0.23600000000000002,0.46,0.305,I'm doing ok,ok,it's an organization that helps support kids impacted by warzone violence,116
119,20180808-024552_152_live,0,3,ESpecially since children are being specifically targeted for rape and torture. Some are being sold to ISIS,9,emotion-appeal,,emotion-appeal,0.364,0.636,0.0,That doesnt sound very good,nt sound good,ESpecially since children are being specifically targeted for rape and torture. Some are being sold to ISIS,119
120,20180808-024552_152_live,0,4,Right?,4,acknowledgement,,non-strategy,0.0,1.0,0.0,Always with ISIS. Why can't people just help each other out?,alway isi ca nt peopl help,Right?,120
121,20180808-024552_152_live,0,4,"Save the Children, the organization i mentioned before has been helping out a lot in the region. They have been saving 250 kids/week. They want to do more but lack funding",0,provide-org-facts,,provide-org-facts,0.10099999999999999,0.753,0.146,Always with ISIS. Why can't people just help each other out?,alway isi ca nt peopl help,"Save the Children, the organization i mentioned before has been helping out a lot in the region. They have been saving 250 kids/week. They want to do more but lack funding",121
122,20180808-024552_152_live,0,5,"True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave.",9,emotion-appeal,,emotion-appeal,0.0,0.733,0.267,"I think lack of funds is always a moot point, because there's never enough",think lack fund alway moot point never enough,"True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave.",122
123,20180808-024552_152_live,0,5,I donated a couple bucks last week.,10,example-donation,,example-donation,0.0,1.0,0.0,"I think lack of funds is always a moot point, because there's never enough",think lack fund alway moot point never enough,I donated a couple bucks last week.,123
124,20180808-024552_152_live,0,6,"That's true, not everyone has the means to give.",4,acknowledgement,,non-strategy,0.0,0.741,0.259,"Fair enough, but not everyone has the means to give",fair enough everyon mean give,"That's true, not everyone has the means to give.",124
126,20180808-024552_152_live,0,7,It's a fact that small donations by large numbers of people can have an impact.,6,logical-appeal,,logical-appeal,0.0,1.0,0.0,"Ah, yes, the ""if everyone gave a dollar"" argument. It is what gave birth to the whole crowdfunding platform.",ah yes everyon gave dollar argument gave birth whole crowdfund platform,It's a fact that small donations by large numbers of people can have an impact.,126
127,20180808-024552_152_live,0,8,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent",0,provide-org-facts,,provide-org-facts,0.09,0.614,0.297,"Indeed, but how do we know the donation aren't simply buying another yacht for an executive?",inde know donat nt simpli buy anoth yacht execut,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent",127
128,20180808-024552_152_live,0,9,"I think you sell people short, especially since we are talking about numbers in a table. People can see where the numbers go. I'm not sure what 'legalese' you refer to. And these statements are not summaries. They detail how every dollar is spent, as required by law.  =)",6,logical-appeal,,logical-appeal,0.039,0.897,0.064,"Maybe, but financial statements are always ""summaries"" and not everyone is fluent in legalese",mayb financi statement alway summari everyon fluent legales,"I think you sell people short, especially since we are talking about numbers in a table. People can see where the numbers go. I'm not sure what 'legalese' you refer to. And these statements are not summaries. They detail how every dollar is spent, as required by law.  =)",128
129,20180808-024552_152_live,0,9,How much are you going to donate?,4,ask-donation-amount,,non-strategy,0.0,1.0,0.0,"Maybe, but financial statements are always ""summaries"" and not everyone is fluent in legalese",mayb financi statement alway summari everyon fluent legales,How much are you going to donate?,129
131,20180808-035431_488_live,0,1,"I like to donate, but i have a soft heart for children too. I recently read about ""Save the Children"" and red more about it.",4,neutral-to-inquiry,,non-strategy,0.0,0.758,0.242,I'm good. What Children's charity would you like to donate money to?,good children chariti would like donat money,"I like to donate, but i have a soft heart for children too. I recently read about ""Save the Children"" and red more about it.",131
132,20180808-035431_488_live,0,2,Yes I like how they are clear about their financial reports and They are a big organization,0,provide-org-facts,,provide-org-facts,0.0,0.606,0.39399999999999996,Save the Children sounds like a good charity to me as well.,save children sound like good chariti well,Yes I like how they are clear about their financial reports and They are a big organization,132
133,20180808-035431_488_live,0,3,"Yes they work in 120 different countries, on different issues.",0,provide-org-facts,,provide-org-facts,0.0,0.769,0.231,Clear financial reports are a very good thing. They work with children all around the world. Correct?,clear financi report good thing work children around world correct,"Yes they work in 120 different countries, on different issues.",133
135,20180808-035431_488_live,0,5,Some of their members even travel to different countries to help in person.,0,provide-org-facts,,provide-org-facts,0.0,0.816,0.184,I don't know much about their events. But I have money that I can donate.,nt know much event money donat,Some of their members even travel to different countries to help in person.,135
136,20180808-035431_488_live,0,6,"Yes, they are also connected to big companies like IKEA and Walt Disney.",0,provide-org-facts,,provide-org-facts,0.0,0.679,0.321,I wouldn't have the time off to do that. But that's pretty cool what they do.,would nt time pretti cool,"Yes, they are also connected to big companies like IKEA and Walt Disney.",136
137,20180808-035431_488_live,0,6,I would like to see part of my purchase will be donated,10,example-donation,,example-donation,0.0,0.8,0.2,I wouldn't have the time off to do that. But that's pretty cool what they do.,would nt time pretti cool,I would like to see part of my purchase will be donated,137
