,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
53,20180723-080248_452_live,0,7,sure!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,"great, let me check it out",great let check,sure!,53
54,20180723-080248_452_live,0,8,yes! You see?,4,acknowledgement,,non-strategy,0.0,0.401,0.599,so i like that 86% is going to the cause.,like    go caus,yes! You see?,54
56,20180723-080248_452_live,0,8,would you like to donate and save the children?,4,propose-donation,,non-strategy,0.0,0.551,0.449,so i like that 86% is going to the cause.,like    go caus,would you like to donate and save the children?,56
57,20180723-080248_452_live,0,9,you can donate as much as 2$ or as little as couple of cents.,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,I probably will. Is there a minimum i can donate?,probabl minimum donat,you can donate as much as 2$ or as little as couple of cents.,57
60,20180723-100140_767_live,0,1,"Yeah, so the chances of being born in the United States are very low, but you and I could have been born in a third world country where children are exploited",9,emotion-appeal,,emotion-appeal,0.16399999999999998,0.691,0.145,I guess that is true. I have never thought about destiny being determined by where you are born though.,guess true never thought destini determin born though,"Yeah, so the chances of being born in the United States are very low, but you and I could have been born in a third world country where children are exploited",60
61,20180723-100140_767_live,0,2,"Yes of course, especially when the world is how it is today, and do you remember the debate about Kony in 2012?",2,task-related-inquiry,,task-related-inquiry,0.0,0.8859999999999999,0.114,That really is terrible to think about. We are pretty lucky to have been born in the United States.,realli terribl think pretti lucki born unit state,"Yes of course, especially when the world is how it is today, and do you remember the debate about Kony in 2012?",61
62,20180723-100140_767_live,0,3,Yeah so people donated money to help children in need.,10,example-donation,,example-donation,0.0,0.62,0.38,I don't really remember much about it but I know the basics,nt realli rememb much know basic,Yeah so people donated money to help children in need.,62
63,20180723-100140_767_live,0,3,Would you like to donate money to this charity?,4,propose-donation,,non-strategy,0.0,0.5489999999999999,0.451,I don't really remember much about it but I know the basics,nt realli rememb much know basic,Would you like to donate money to this charity?,63
64,20180723-100140_767_live,0,3,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,0,provide-org-facts,,provide-org-facts,0.175,0.647,0.177,I don't really remember much about it but I know the basics,nt realli rememb much know basic,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,64
65,20180723-100140_767_live,0,4,"Yes so what it is is that it's a charity that has international impact, for example where there is lack of support like Syria. In the first two months of 2018, 1,000 children were killed or injured in the violence in Syria. We help with medical costs and funding volunteers.",0,provide-org-facts,,provide-org-facts,0.203,0.597,0.2,Is this a legit charity? Do you have personal experience?,legit chariti person experi,"Yes so what it is is that it's a charity that has international impact, for example where there is lack of support like Syria. In the first two months of 2018, 1,000 children were killed or injured in the violence in Syria. We help with medical costs and funding volunteers.",65
66,20180723-100140_767_live,0,5,Anything between 10 to 50 cents helps.,7,foot-in-the-door,,foot-in-the-door,0.0,0.698,0.302,That sounds important. How much of a donation are you looking for?,sound import much donat look,Anything between 10 to 50 cents helps.,66
68,20180723-100140_767_live,0,7,Wow thank you!,4,thank,,non-strategy,0.0,0.132,0.868,I can $1 today,   today,Wow thank you!,68
69,20180723-100140_767_live,0,7,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,6,logical-appeal,,logical-appeal,0.0,0.7440000000000001,0.256,I can $1 today,   today,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,69
70,20180723-100140_767_live,0,8,"Maybe next time you hear about the charity, or if someone asks you to donate something, just give a little each time.",7,foot-in-the-door,,foot-in-the-door,0.0,0.877,0.12300000000000001,No problem! I wish I could do more.,problem wish could,"Maybe next time you hear about the charity, or if someone asks you to donate something, just give a little each time.",70
71,20180723-100140_767_live,0,9,Thank you!,4,thank,,non-strategy,0.0,0.264,0.736,That is a good idea. I will also tell others about this charity.,good idea tell other chariti,Thank you!,71
72,20180723-100140_767_live,0,9,Have a great Monday!,4,closing,,non-strategy,0.0,0.313,0.687,That is a good idea. I will also tell others about this charity.,good idea tell other chariti,Have a great Monday!,72
73,20180723-100855_385_live,0,0,Hi... how are you today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi... how are you today?,73
74,20180723-100855_385_live,0,0,The research team is helping an organization called 'Save the Children'.,0,provide-org-facts,,provide-org-facts,0.0,0.625,0.375,<Start>,start,The research team is helping an organization called 'Save the Children'.,74
75,20180723-100855_385_live,0,0,Have you heard of it?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,<Start>,start,Have you heard of it?,75
76,20180723-100855_385_live,0,1,Im fine thank you.,4,greeting,,non-strategy,0.0,0.317,0.6829999999999999,im doing well! How about you? I have heard about it but would love to learn more about it,well heard would love learn,Im fine thank you.,76
78,20180723-100855_385_live,0,2,Save the Children has a proven track record of using donations efficiently and effectively.,0,provide-org-facts,,provide-org-facts,0.0,0.532,0.46799999999999997,Wow! Thats awesome!,wow awesom,Save the Children has a proven track record of using donations efficiently and effectively.,78
79,20180723-100855_385_live,0,2,There are several children around us who are below poverty line and needed a helping hand.,9,emotion-appeal,,emotion-appeal,0.159,0.58,0.261,Wow! Thats awesome!,wow awesom,There are several children around us who are below poverty line and needed a helping hand.,79
81,20180723-100855_385_live,0,3,It is a great relief that there are people like you who still cares.,4,praise-user,,non-strategy,0.0,0.415,0.585,I would love to help in anyway I can. I wish everyone was equally ok and I know that everybit counts,would love help anyway wish everyon equal ok know everybit count,It is a great relief that there are people like you who still cares.,81
82,20180723-100855_385_live,0,4,"Yes, it may be little as the price of a candy. But it still makes the ripple effect in many lives.",6,logical-appeal,,logical-appeal,0.0,0.9109999999999999,0.08900000000000001,Oh yeah! Many people should be like that,oh yeah mani peopl like,"Yes, it may be little as the price of a candy. But it still makes the ripple effect in many lives.",82
83,20180723-100855_385_live,0,5,"42% of their funding is from US. National, State & Local Govs, 20% from UN & Other Multi-Lateral Funding Institutions, 19% from Individuals like you and me, 11% from corporations, 7% from Foundations and 1% from other sources. You can get further details from  URL",0,provide-org-facts,,provide-org-facts,0.0,0.9440000000000001,0.055999999999999994,How many people are currently donating?,mani peopl current donat,"42% of their funding is from US. National, State & Local Govs, 20% from UN & Other Multi-Lateral Funding Institutions, 19% from Individuals like you and me, 11% from corporations, 7% from Foundations and 1% from other sources. You can get further details from  URL",83
85,20180723-100855_385_live,0,7,How much do you like to donate to the charity now?,4,ask-donation-amount,,non-strategy,0.0,0.629,0.371,Ok cool! It's nice to know that people are donating to such a great cause,ok cool nice know peopl donat great caus,How much do you like to donate to the charity now?,85
86,20180723-100855_385_live,0,7,The research team will collect all donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,Ok cool! It's nice to know that people are donating to such a great cause,ok cool nice know peopl donat great caus,The research team will collect all donations and send it to Save the Children.,86
87,20180723-100855_385_live,0,8,You can donate as little as you want. But it will make a huge difference for those in need.,7,foot-in-the-door,,foot-in-the-door,0.0,0.8009999999999999,0.19899999999999998,Unfortunately I can't donate anything right now,unfortun ca nt donat anyth right,You can donate as little as you want. But it will make a huge difference for those in need.,87
88,20180723-100855_385_live,0,9,That is very thoughtful of you.,4,praise-user,,non-strategy,0.0,0.633,0.36700000000000005,I will keep that in mind. When I get my next paycheck I will go to the website and donate. Thank you for filling me in on information regarding the charity,keep mind get next paycheck go websit donat thank fill inform regard chariti,That is very thoughtful of you.,88
89,20180723-100855_385_live,0,9,Appreciate your consideration of doing such an act for a greater course.,4,thank,,non-strategy,0.0,0.634,0.366,I will keep that in mind. When I get my next paycheck I will go to the website and donate. Thank you for filling me in on information regarding the charity,keep mind get next paycheck go websit donat thank fill inform regard chariti,Appreciate your consideration of doing such an act for a greater course.,89
90,20180808-015530_429_live,0,0,HI I would like to tell you About a childrens charity called Save the CHildren.,2,task-related-inquiry,,task-related-inquiry,0.0,0.541,0.45899999999999996,<Start>,start,HI I would like to tell you About a childrens charity called Save the CHildren.,90
91,20180808-015530_429_live,0,1,"Save the Children is an international non-governmental organization that promotes childrens rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,ok please do,ok pleas,"Save the Children is an international non-governmental organization that promotes childrens rights, provides relief and helps support children in developing countries.",91
92,20180808-015530_429_live,0,1,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc If you were to donate you would be making a huge impact for these children and on the world",6,logical-appeal,,logical-appeal,0.0,0.816,0.184,ok please do,ok pleas,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc If you were to donate you would be making a huge impact for these children and on the world",92
93,20180808-015530_429_live,0,2,THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task. The amount will be deducted from your task payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,ok sounds good. How much many are we talking and how you want me to pay,ok sound good much mani talk pay,THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task. The amount will be deducted from your task payment.,93
94,20180808-015530_429_live,0,2,Before you say no would you like to hear of some more reason as to why you should donate?,2,task-related-inquiry,,task-related-inquiry,0.10099999999999999,0.7829999999999999,0.115,ok sounds good. How much many are we talking and how you want me to pay,ok sound good much mani talk pay,Before you say no would you like to hear of some more reason as to why you should donate?,94
95,20180808-015530_429_live,0,3,0.50 would surely help these children. So then you would be willing to donate 0.50 of the money you earn from completing this taks?,4,confirm-donation,,non-strategy,0.0,0.797,0.203,how about .50 cents,   cent,0.50 would surely help these children. So then you would be willing to donate 0.50 of the money you earn from completing this taks?,95
96,20180808-015530_429_live,0,4,0.50 cents would help so much but 0.60 would be even better.,4,ask-donate-more,,non-strategy,0.0,0.637,0.363,yes I confirm .50,yes confirm,0.50 cents would help so much but 0.60 would be even better.,96
97,20180808-015530_429_live,0,4,Millians of syrian children have grown up facing the threat of daily violence In 2018 1000 children were killed in violence,9,emotion-appeal,,emotion-appeal,0.486,0.514,0.0,yes I confirm .50,yes confirm,Millians of syrian children have grown up facing the threat of daily violence In 2018 1000 children were killed in violence,97
98,20180808-015530_429_live,0,4,A donation of 0.60 can address these problems,6,logical-appeal,,logical-appeal,0.31,0.69,0.0,yes I confirm .50,yes confirm,A donation of 0.60 can address these problems,98
99,20180808-015530_429_live,0,5,I am so glad you are willing to donate.,4,thank,,non-strategy,0.0,0.68,0.32,ok .60 firm this time,ok    firm time,I am so glad you are willing to donate.,99
100,20180808-015530_429_live,0,5,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out. Money can be used in so many more meaningful ways..",6,logical-appeal,,logical-appeal,0.0,0.813,0.187,ok .60 firm this time,ok    firm time,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out. Money can be used in so many more meaningful ways..",100
102,20180808-015530_429_live,0,6,Ok you are correct.,4,acknowledgement,,non-strategy,0.0,0.5770000000000001,0.423,"Yes but that is a private issue between me and me, not you and me.",yes privat issu,Ok you are correct.,102
103,20180808-015530_429_live,0,6,IN 2018 alone 1000 children were reportedly killed or injured in violence. Most of these children have grown up facing the threat of daily violence.,9,emotion-appeal,,emotion-appeal,0.523,0.47700000000000004,0.0,"Yes but that is a private issue between me and me, not you and me.",yes privat issu,IN 2018 alone 1000 children were reportedly killed or injured in violence. Most of these children have grown up facing the threat of daily violence.,103
104,20180808-015530_429_live,0,6,YOu donation is going to help address these problems.,6,logical-appeal,,logical-appeal,0.218,0.565,0.218,"Yes but that is a private issue between me and me, not you and me.",yes privat issu,YOu donation is going to help address these problems.,104
105,20180808-015530_429_live,0,7,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",4,thank,,non-strategy,0.0,0.767,0.233,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",105
109,20180808-015530_429_live,0,8,The research team will collect all donations and send it to save the children ..,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8140000000000001,0.18600000000000003,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,The research team will collect all donations and send it to save the children ..,109
110,20180808-015530_429_live,0,8,Thank you again,4,thank,,non-strategy,0.0,0.444,0.556,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,Thank you again,110
111,20180808-015530_429_live,0,8,Your donation of 0.60 will be deducted from your task payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,Your donation of 0.60 will be deducted from your task payment.,111
112,20180808-015530_429_live,0,9,no problem thank you for donation 0.60 to save the children,4,thank,,non-strategy,0.278,0.39799999999999996,0.324,Thank you and I do not want to be rude but I am straight talking person,thank rude straight talk person,no problem thank you for donation 0.60 to save the children,112
113,20180808-015530_429_live,0,9,Have a great day,4,closing,,non-strategy,0.0,0.32799999999999996,0.672,Thank you and I do not want to be rude but I am straight talking person,thank rude straight talk person,Have a great day,113
114,20180808-024552_152_live,0,0,Hello how are you doing,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello how are you doing,114
115,20180808-024552_152_live,0,1,Have you heard of Save the children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,I'm doing ok,ok,Have you heard of Save the children?,115
116,20180808-024552_152_live,0,1,it's an organization that helps support kids impacted by warzone violence,0,provide-org-facts,,provide-org-facts,0.23600000000000002,0.46,0.305,I'm doing ok,ok,it's an organization that helps support kids impacted by warzone violence,116
117,20180808-024552_152_live,0,2,They are a good group.,4,greeting,,non-strategy,0.0,0.508,0.49200000000000005,Can't say I have,ca nt say,They are a good group.,117
118,20180808-024552_152_live,0,2,Last week CNN talked about the genocides starting in syria,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Can't say I have,ca nt say,Last week CNN talked about the genocides starting in syria,118
120,20180808-024552_152_live,0,4,Right?,4,acknowledgement,,non-strategy,0.0,1.0,0.0,Always with ISIS. Why can't people just help each other out?,alway isi ca nt peopl help,Right?,120
122,20180808-024552_152_live,0,5,"True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave.",9,emotion-appeal,,emotion-appeal,0.0,0.733,0.267,"I think lack of funds is always a moot point, because there's never enough",think lack fund alway moot point never enough,"True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave.",122
123,20180808-024552_152_live,0,5,I donated a couple bucks last week.,10,example-donation,,example-donation,0.0,1.0,0.0,"I think lack of funds is always a moot point, because there's never enough",think lack fund alway moot point never enough,I donated a couple bucks last week.,123
124,20180808-024552_152_live,0,6,"That's true, not everyone has the means to give.",4,acknowledgement,,non-strategy,0.0,0.741,0.259,"Fair enough, but not everyone has the means to give",fair enough everyon mean give,"That's true, not everyone has the means to give.",124
125,20180808-024552_152_live,0,6,But I think most can donate a dollar,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,"Fair enough, but not everyone has the means to give",fair enough everyon mean give,But I think most can donate a dollar,125
126,20180808-024552_152_live,0,7,It's a fact that small donations by large numbers of people can have an impact.,6,logical-appeal,,logical-appeal,0.0,1.0,0.0,"Ah, yes, the ""if everyone gave a dollar"" argument. It is what gave birth to the whole crowdfunding platform.",ah yes everyon gave dollar argument gave birth whole crowdfund platform,It's a fact that small donations by large numbers of people can have an impact.,126
127,20180808-024552_152_live,0,8,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent",0,provide-org-facts,,provide-org-facts,0.09,0.614,0.297,"Indeed, but how do we know the donation aren't simply buying another yacht for an executive?",inde know donat nt simpli buy anoth yacht execut,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent",127
129,20180808-024552_152_live,0,9,How much are you going to donate?,4,ask-donation-amount,,non-strategy,0.0,1.0,0.0,"Maybe, but financial statements are always ""summaries"" and not everyone is fluent in legalese",mayb financi statement alway summari everyon fluent legales,How much are you going to donate?,129
130,20180808-035431_488_live,0,0,"Hello, how are you today?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hello, how are you today?",130
131,20180808-035431_488_live,0,1,"I like to donate, but i have a soft heart for children too. I recently read about ""Save the Children"" and red more about it.",4,neutral-to-inquiry,,non-strategy,0.0,0.758,0.242,I'm good. What Children's charity would you like to donate money to?,good children chariti would like donat money,"I like to donate, but i have a soft heart for children too. I recently read about ""Save the Children"" and red more about it.",131
133,20180808-035431_488_live,0,3,"Yes they work in 120 different countries, on different issues.",0,provide-org-facts,,provide-org-facts,0.0,0.769,0.231,Clear financial reports are a very good thing. They work with children all around the world. Correct?,clear financi report good thing work children around world correct,"Yes they work in 120 different countries, on different issues.",133
134,20180808-035431_488_live,0,4,"Same here, they have many option to help, We can donate or We can participate in their events",6,logical-appeal,,logical-appeal,0.0,0.863,0.13699999999999998,"Wow, that's amazing. Definitely a charity that I could stand behind and support.",wow amaz definit chariti could stand behind support,"Same here, they have many option to help, We can donate or We can participate in their events",134
136,20180808-035431_488_live,0,6,"Yes, they are also connected to big companies like IKEA and Walt Disney.",0,provide-org-facts,,provide-org-facts,0.0,0.679,0.321,I wouldn't have the time off to do that. But that's pretty cool what they do.,would nt time pretti cool,"Yes, they are also connected to big companies like IKEA and Walt Disney.",136
137,20180808-035431_488_live,0,6,I would like to see part of my purchase will be donated,10,example-donation,,example-donation,0.0,0.8,0.2,I wouldn't have the time off to do that. But that's pretty cool what they do.,would nt time pretti cool,I would like to see part of my purchase will be donated,137
138,20180808-035431_488_live,0,7,"Exactly, I also like how there are HITs which encourage you to donate. It makes me happy to donate part or all of my bonus",10,example-donation,,example-donation,0.0,0.606,0.39399999999999996,Donating part of a purchase is such an easy way for a large amount of people to donate money.,donat part purchas easi way larg amount peopl donat money,"Exactly, I also like how there are HITs which encourage you to donate. It makes me happy to donate part or all of my bonus",138
140,20180808-035431_488_live,0,8,"like ""Save the Children"" has many options to donate. You can directly donate through website, It has a minimum amount, but you can also donate part of the HIT reward at the end of the conversation, It can be 0 or 1 cent or any other amount",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8220000000000001,0.17800000000000002,If it's a charity I believe in that's a great way. I donate to many local charities in my city.,chariti believ great way donat mani local chariti citi,"like ""Save the Children"" has many options to donate. You can directly donate through website, It has a minimum amount, but you can also donate part of the HIT reward at the end of the conversation, It can be 0 or 1 cent or any other amount",140
