,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
46,20180723-080248_452_live,0,2,Have you heard about it?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,go ahead :) i'm listening,go ahead    listen,Have you heard about it?,46
47,20180723-080248_452_live,0,3,It's a great charity that helps children i developing countries and they are also currently helping at the US Mexican border to reunite children with their families,0,provide-org-facts,,provide-org-facts,0.0,0.642,0.358,I don't think so.,nt think,It's a great charity that helps children i developing countries and they are also currently helping at the US Mexican border to reunite children with their families,47
48,20180723-080248_452_live,0,4,Sure!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,such an important job! Tell me more,import job tell,Sure!,48
49,20180723-080248_452_live,0,4,"There was this little boy in Africa, he was only 1 year old and he died of hunger. It breaks my heart",9,emotion-appeal,,emotion-appeal,0.228,0.772,0.0,such an important job! Tell me more,import job tell,"There was this little boy in Africa, he was only 1 year old and he died of hunger. It breaks my heart",49
50,20180723-080248_452_live,0,5,i'm glad you asked!,4,acknowledgement,,non-strategy,0.0,0.47700000000000004,0.523,so sad. How can i help?,sad help,i'm glad you asked!,50
52,20180723-080248_452_live,0,6,This charity is one of the most top rated in the world. You can also check out their website to see for yourself  URL,0,provide-org-facts,,provide-org-facts,0.0,0.818,0.182,how do i know money will go to children and it's not a scam?,know money go children scam,This charity is one of the most top rated in the world. You can also check out their website to see for yourself  URL,52
53,20180723-080248_452_live,0,7,sure!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,"great, let me check it out",great let check,sure!,53
55,20180723-080248_452_live,0,8,This charity is credible and people who work for it are professionals and have big hearts.,0,provide-org-facts,,provide-org-facts,0.0,0.843,0.157,so i like that 86% is going to the cause.,like    go caus,This charity is credible and people who work for it are professionals and have big hearts.,55
57,20180723-080248_452_live,0,9,you can donate as much as 2$ or as little as couple of cents.,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,I probably will. Is there a minimum i can donate?,probabl minimum donat,you can donate as much as 2$ or as little as couple of cents.,57
58,20180723-080248_452_live,0,9,I encourage you to donate as much as you can,4,propose-donation,,non-strategy,0.0,0.708,0.292,I probably will. Is there a minimum i can donate?,probabl minimum donat,I encourage you to donate as much as you can,58
59,20180723-100140_767_live,0,0,"You know a lot of children in this world go through hardships, and your destiny is determined on where you are born?",9,emotion-appeal,,emotion-appeal,0.0,0.893,0.107,<Start>,start,"You know a lot of children in this world go through hardships, and your destiny is determined on where you are born?",59
61,20180723-100140_767_live,0,2,"Yes of course, especially when the world is how it is today, and do you remember the debate about Kony in 2012?",2,task-related-inquiry,,task-related-inquiry,0.0,0.8859999999999999,0.114,That really is terrible to think about. We are pretty lucky to have been born in the United States.,realli terribl think pretti lucki born unit state,"Yes of course, especially when the world is how it is today, and do you remember the debate about Kony in 2012?",61
62,20180723-100140_767_live,0,3,Yeah so people donated money to help children in need.,10,example-donation,,example-donation,0.0,0.62,0.38,I don't really remember much about it but I know the basics,nt realli rememb much know basic,Yeah so people donated money to help children in need.,62
63,20180723-100140_767_live,0,3,Would you like to donate money to this charity?,4,propose-donation,,non-strategy,0.0,0.5489999999999999,0.451,I don't really remember much about it but I know the basics,nt realli rememb much know basic,Would you like to donate money to this charity?,63
64,20180723-100140_767_live,0,3,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,0,provide-org-facts,,provide-org-facts,0.175,0.647,0.177,I don't really remember much about it but I know the basics,nt realli rememb much know basic,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,64
66,20180723-100140_767_live,0,5,Anything between 10 to 50 cents helps.,7,foot-in-the-door,,foot-in-the-door,0.0,0.698,0.302,That sounds important. How much of a donation are you looking for?,sound import much donat look,Anything between 10 to 50 cents helps.,66
67,20180723-100140_767_live,0,6,"Okay thank you, the charity really appreciates your donation today and thanks you, how much would you like to do?",4,ask-donation-amount,,non-strategy,0.0,0.46399999999999997,0.536,That seems reasonable. Yes I would like to make a donation.,seem reason yes would like make donat,"Okay thank you, the charity really appreciates your donation today and thanks you, how much would you like to do?",67
68,20180723-100140_767_live,0,7,Wow thank you!,4,thank,,non-strategy,0.0,0.132,0.868,I can $1 today,   today,Wow thank you!,68
69,20180723-100140_767_live,0,7,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,6,logical-appeal,,logical-appeal,0.0,0.7440000000000001,0.256,I can $1 today,   today,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,69
70,20180723-100140_767_live,0,8,"Maybe next time you hear about the charity, or if someone asks you to donate something, just give a little each time.",7,foot-in-the-door,,foot-in-the-door,0.0,0.877,0.12300000000000001,No problem! I wish I could do more.,problem wish could,"Maybe next time you hear about the charity, or if someone asks you to donate something, just give a little each time.",70
71,20180723-100140_767_live,0,9,Thank you!,4,thank,,non-strategy,0.0,0.264,0.736,That is a good idea. I will also tell others about this charity.,good idea tell other chariti,Thank you!,71
72,20180723-100140_767_live,0,9,Have a great Monday!,4,closing,,non-strategy,0.0,0.313,0.687,That is a good idea. I will also tell others about this charity.,good idea tell other chariti,Have a great Monday!,72
74,20180723-100855_385_live,0,0,The research team is helping an organization called 'Save the Children'.,0,provide-org-facts,,provide-org-facts,0.0,0.625,0.375,<Start>,start,The research team is helping an organization called 'Save the Children'.,74
76,20180723-100855_385_live,0,1,Im fine thank you.,4,greeting,,non-strategy,0.0,0.317,0.6829999999999999,im doing well! How about you? I have heard about it but would love to learn more about it,well heard would love learn,Im fine thank you.,76
77,20180723-100855_385_live,0,1,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,im doing well! How about you? I have heard about it but would love to learn more about it,well heard would love learn,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",77
80,20180723-100855_385_live,0,2,It would be great if you can make a contribution from your side for this venture.,6,logical-appeal,,logical-appeal,0.0,0.773,0.22699999999999998,Wow! Thats awesome!,wow awesom,It would be great if you can make a contribution from your side for this venture.,80
82,20180723-100855_385_live,0,4,"Yes, it may be little as the price of a candy. But it still makes the ripple effect in many lives.",6,logical-appeal,,logical-appeal,0.0,0.9109999999999999,0.08900000000000001,Oh yeah! Many people should be like that,oh yeah mani peopl like,"Yes, it may be little as the price of a candy. But it still makes the ripple effect in many lives.",82
84,20180723-100855_385_live,0,6,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Oh OK! I will look into that. So what do I need to donate?,oh ok look need donat,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,84
85,20180723-100855_385_live,0,7,How much do you like to donate to the charity now?,4,ask-donation-amount,,non-strategy,0.0,0.629,0.371,Ok cool! It's nice to know that people are donating to such a great cause,ok cool nice know peopl donat great caus,How much do you like to donate to the charity now?,85
86,20180723-100855_385_live,0,7,The research team will collect all donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,Ok cool! It's nice to know that people are donating to such a great cause,ok cool nice know peopl donat great caus,The research team will collect all donations and send it to Save the Children.,86
87,20180723-100855_385_live,0,8,You can donate as little as you want. But it will make a huge difference for those in need.,7,foot-in-the-door,,foot-in-the-door,0.0,0.8009999999999999,0.19899999999999998,Unfortunately I can't donate anything right now,unfortun ca nt donat anyth right,You can donate as little as you want. But it will make a huge difference for those in need.,87
88,20180723-100855_385_live,0,9,That is very thoughtful of you.,4,praise-user,,non-strategy,0.0,0.633,0.36700000000000005,I will keep that in mind. When I get my next paycheck I will go to the website and donate. Thank you for filling me in on information regarding the charity,keep mind get next paycheck go websit donat thank fill inform regard chariti,That is very thoughtful of you.,88
90,20180808-015530_429_live,0,0,HI I would like to tell you About a childrens charity called Save the CHildren.,2,task-related-inquiry,,task-related-inquiry,0.0,0.541,0.45899999999999996,<Start>,start,HI I would like to tell you About a childrens charity called Save the CHildren.,90
92,20180808-015530_429_live,0,1,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc If you were to donate you would be making a huge impact for these children and on the world",6,logical-appeal,,logical-appeal,0.0,0.816,0.184,ok please do,ok pleas,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc If you were to donate you would be making a huge impact for these children and on the world",92
93,20180808-015530_429_live,0,2,THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task. The amount will be deducted from your task payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,ok sounds good. How much many are we talking and how you want me to pay,ok sound good much mani talk pay,THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task. The amount will be deducted from your task payment.,93
94,20180808-015530_429_live,0,2,Before you say no would you like to hear of some more reason as to why you should donate?,2,task-related-inquiry,,task-related-inquiry,0.10099999999999999,0.7829999999999999,0.115,ok sounds good. How much many are we talking and how you want me to pay,ok sound good much mani talk pay,Before you say no would you like to hear of some more reason as to why you should donate?,94
95,20180808-015530_429_live,0,3,0.50 would surely help these children. So then you would be willing to donate 0.50 of the money you earn from completing this taks?,4,confirm-donation,,non-strategy,0.0,0.797,0.203,how about .50 cents,   cent,0.50 would surely help these children. So then you would be willing to donate 0.50 of the money you earn from completing this taks?,95
97,20180808-015530_429_live,0,4,Millians of syrian children have grown up facing the threat of daily violence In 2018 1000 children were killed in violence,9,emotion-appeal,,emotion-appeal,0.486,0.514,0.0,yes I confirm .50,yes confirm,Millians of syrian children have grown up facing the threat of daily violence In 2018 1000 children were killed in violence,97
98,20180808-015530_429_live,0,4,A donation of 0.60 can address these problems,6,logical-appeal,,logical-appeal,0.31,0.69,0.0,yes I confirm .50,yes confirm,A donation of 0.60 can address these problems,98
99,20180808-015530_429_live,0,5,I am so glad you are willing to donate.,4,thank,,non-strategy,0.0,0.68,0.32,ok .60 firm this time,ok    firm time,I am so glad you are willing to donate.,99
100,20180808-015530_429_live,0,5,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out. Money can be used in so many more meaningful ways..",6,logical-appeal,,logical-appeal,0.0,0.813,0.187,ok .60 firm this time,ok    firm time,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out. Money can be used in so many more meaningful ways..",100
101,20180808-015530_429_live,0,5,Dont you agree,2,task-related-inquiry,,task-related-inquiry,0.513,0.48700000000000004,0.0,ok .60 firm this time,ok    firm time,Dont you agree,101
104,20180808-015530_429_live,0,6,YOu donation is going to help address these problems.,6,logical-appeal,,logical-appeal,0.218,0.565,0.218,"Yes but that is a private issue between me and me, not you and me.",yes privat issu,YOu donation is going to help address these problems.,104
105,20180808-015530_429_live,0,7,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",4,thank,,non-strategy,0.0,0.767,0.233,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",105
106,20180808-015530_429_live,0,7,I also want to assure you that Save the Children Makes huge impact on childrens lives internationally. They are extremely professional and your donation will go to a trustable fund.,0,provide-org-facts,,provide-org-facts,0.0,0.648,0.35200000000000004,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,I also want to assure you that Save the Children Makes huge impact on childrens lives internationally. They are extremely professional and your donation will go to a trustable fund.,106
107,20180808-015530_429_live,0,7,SO one last time how much exactly would you like to donate to the charity now?,4,ask-donation-amount,,non-strategy,0.0,0.725,0.275,.60 still sounds good to me. Lets leave it at that.,   still sound good let leav,SO one last time how much exactly would you like to donate to the charity now?,107
108,20180808-015530_429_live,0,8,I simply want you to know what a great thing you are doing by donating and that your donation of 0.60 is going to help so many.,6,logical-appeal,,logical-appeal,0.0,0.731,0.26899999999999996,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,I simply want you to know what a great thing you are doing by donating and that your donation of 0.60 is going to help so many.,108
109,20180808-015530_429_live,0,8,The research team will collect all donations and send it to save the children ..,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8140000000000001,0.18600000000000003,.60 firm. Pushiness does not make for a good salesperson.,   firm pushi make good salesperson,The research team will collect all donations and send it to save the children ..,109
112,20180808-015530_429_live,0,9,no problem thank you for donation 0.60 to save the children,4,thank,,non-strategy,0.278,0.39799999999999996,0.324,Thank you and I do not want to be rude but I am straight talking person,thank rude straight talk person,no problem thank you for donation 0.60 to save the children,112
113,20180808-015530_429_live,0,9,Have a great day,4,closing,,non-strategy,0.0,0.32799999999999996,0.672,Thank you and I do not want to be rude but I am straight talking person,thank rude straight talk person,Have a great day,113
115,20180808-024552_152_live,0,1,Have you heard of Save the children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,I'm doing ok,ok,Have you heard of Save the children?,115
116,20180808-024552_152_live,0,1,it's an organization that helps support kids impacted by warzone violence,0,provide-org-facts,,provide-org-facts,0.23600000000000002,0.46,0.305,I'm doing ok,ok,it's an organization that helps support kids impacted by warzone violence,116
117,20180808-024552_152_live,0,2,They are a good group.,4,greeting,,non-strategy,0.0,0.508,0.49200000000000005,Can't say I have,ca nt say,They are a good group.,117
118,20180808-024552_152_live,0,2,Last week CNN talked about the genocides starting in syria,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Can't say I have,ca nt say,Last week CNN talked about the genocides starting in syria,118
119,20180808-024552_152_live,0,3,ESpecially since children are being specifically targeted for rape and torture. Some are being sold to ISIS,9,emotion-appeal,,emotion-appeal,0.364,0.636,0.0,That doesnt sound very good,nt sound good,ESpecially since children are being specifically targeted for rape and torture. Some are being sold to ISIS,119
120,20180808-024552_152_live,0,4,Right?,4,acknowledgement,,non-strategy,0.0,1.0,0.0,Always with ISIS. Why can't people just help each other out?,alway isi ca nt peopl help,Right?,120
121,20180808-024552_152_live,0,4,"Save the Children, the organization i mentioned before has been helping out a lot in the region. They have been saving 250 kids/week. They want to do more but lack funding",0,provide-org-facts,,provide-org-facts,0.10099999999999999,0.753,0.146,Always with ISIS. Why can't people just help each other out?,alway isi ca nt peopl help,"Save the Children, the organization i mentioned before has been helping out a lot in the region. They have been saving 250 kids/week. They want to do more but lack funding",121
122,20180808-024552_152_live,0,5,"True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave.",9,emotion-appeal,,emotion-appeal,0.0,0.733,0.267,"I think lack of funds is always a moot point, because there's never enough",think lack fund alway moot point never enough,"True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave.",122
124,20180808-024552_152_live,0,6,"That's true, not everyone has the means to give.",4,acknowledgement,,non-strategy,0.0,0.741,0.259,"Fair enough, but not everyone has the means to give",fair enough everyon mean give,"That's true, not everyone has the means to give.",124
125,20180808-024552_152_live,0,6,But I think most can donate a dollar,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,"Fair enough, but not everyone has the means to give",fair enough everyon mean give,But I think most can donate a dollar,125
126,20180808-024552_152_live,0,7,It's a fact that small donations by large numbers of people can have an impact.,6,logical-appeal,,logical-appeal,0.0,1.0,0.0,"Ah, yes, the ""if everyone gave a dollar"" argument. It is what gave birth to the whole crowdfunding platform.",ah yes everyon gave dollar argument gave birth whole crowdfund platform,It's a fact that small donations by large numbers of people can have an impact.,126
127,20180808-024552_152_live,0,8,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent",0,provide-org-facts,,provide-org-facts,0.09,0.614,0.297,"Indeed, but how do we know the donation aren't simply buying another yacht for an executive?",inde know donat nt simpli buy anoth yacht execut,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent",127
128,20180808-024552_152_live,0,9,"I think you sell people short, especially since we are talking about numbers in a table. People can see where the numbers go. I'm not sure what 'legalese' you refer to. And these statements are not summaries. They detail how every dollar is spent, as required by law.  =)",6,logical-appeal,,logical-appeal,0.039,0.897,0.064,"Maybe, but financial statements are always ""summaries"" and not everyone is fluent in legalese",mayb financi statement alway summari everyon fluent legales,"I think you sell people short, especially since we are talking about numbers in a table. People can see where the numbers go. I'm not sure what 'legalese' you refer to. And these statements are not summaries. They detail how every dollar is spent, as required by law.  =)",128
130,20180808-035431_488_live,0,0,"Hello, how are you today?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hello, how are you today?",130
132,20180808-035431_488_live,0,2,Yes I like how they are clear about their financial reports and They are a big organization,0,provide-org-facts,,provide-org-facts,0.0,0.606,0.39399999999999996,Save the Children sounds like a good charity to me as well.,save children sound like good chariti well,Yes I like how they are clear about their financial reports and They are a big organization,132
133,20180808-035431_488_live,0,3,"Yes they work in 120 different countries, on different issues.",0,provide-org-facts,,provide-org-facts,0.0,0.769,0.231,Clear financial reports are a very good thing. They work with children all around the world. Correct?,clear financi report good thing work children around world correct,"Yes they work in 120 different countries, on different issues.",133
134,20180808-035431_488_live,0,4,"Same here, they have many option to help, We can donate or We can participate in their events",6,logical-appeal,,logical-appeal,0.0,0.863,0.13699999999999998,"Wow, that's amazing. Definitely a charity that I could stand behind and support.",wow amaz definit chariti could stand behind support,"Same here, they have many option to help, We can donate or We can participate in their events",134
135,20180808-035431_488_live,0,5,Some of their members even travel to different countries to help in person.,0,provide-org-facts,,provide-org-facts,0.0,0.816,0.184,I don't know much about their events. But I have money that I can donate.,nt know much event money donat,Some of their members even travel to different countries to help in person.,135
136,20180808-035431_488_live,0,6,"Yes, they are also connected to big companies like IKEA and Walt Disney.",0,provide-org-facts,,provide-org-facts,0.0,0.679,0.321,I wouldn't have the time off to do that. But that's pretty cool what they do.,would nt time pretti cool,"Yes, they are also connected to big companies like IKEA and Walt Disney.",136
137,20180808-035431_488_live,0,6,I would like to see part of my purchase will be donated,10,example-donation,,example-donation,0.0,0.8,0.2,I wouldn't have the time off to do that. But that's pretty cool what they do.,would nt time pretti cool,I would like to see part of my purchase will be donated,137
138,20180808-035431_488_live,0,7,"Exactly, I also like how there are HITs which encourage you to donate. It makes me happy to donate part or all of my bonus",10,example-donation,,example-donation,0.0,0.606,0.39399999999999996,Donating part of a purchase is such an easy way for a large amount of people to donate money.,donat part purchas easi way larg amount peopl donat money,"Exactly, I also like how there are HITs which encourage you to donate. It makes me happy to donate part or all of my bonus",138
